(aliatte)  ✘ zk@E211  /disk4/zk/charmsftp/ali_attention  /disk2/zk/sw/Anaconda2/envs/aliatte/bin/python /disk4/zk/charmsftp/ali_attention/GeniePath-pytorch/ppi_sgeniepath.py
Epoch: 01, Loss: 0.5727, Val: 0.4237, Test: 0.4248
Epoch: 55, Loss: 0.0208, Val: 0.9658, Test: 0.9770
Epoch: 56, Loss: 0.0199, Val: 0.9665, Test: 0.9777
Epoch: 57, Loss: 0.0193, Val: 0.9670, Test: 0.9780
Epoch: 58, Loss: 0.0191, Val: 0.9665, Test: 0.9779
Epoch: 59, Loss: 0.0190, Val: 0.9668, Test: 0.9779
Epoch: 60, Loss: 0.0187, Val: 0.9669, Test: 0.9779
Epoch: 61, Loss: 0.0184, Val: 0.9670, Test: 0.9781
Epoch: 62, Loss: 0.0182, Val: 0.9672, Test: 0.9782
Epoch: 63, Loss: 0.0180, Val: 0.9671, Test: 0.9779
Epoch: 64, Loss: 0.0180, Val: 0.9671, Test: 0.9782
Epoch: 65, Loss: 0.0178, Val: 0.9672, Test: 0.9779
Epoch: 66, Loss: 0.0177, Val: 0.9672, Test: 0.9783
Epoch: 67, Loss: 0.0176, Val: 0.9673, Test: 0.9783
Epoch: 68, Loss: 0.0175, Val: 0.9673, Test: 0.9783
Epoch: 69, Loss: 0.0175, Val: 0.9673, Test: 0.9782
Epoch: 70, Loss: 0.0174, Val: 0.9673, Test: 0.9786
Epoch: 71, Loss: 0.0174, Val: 0.9671, Test: 0.9783
Epoch: 72, Loss: 0.0173, Val: 0.9672, Test: 0.9781
Epoch: 73, Loss: 0.0174, Val: 0.9672, Test: 0.9780
Epoch: 74, Loss: 0.0174, Val: 0.9671, Test: 0.9781
Epoch: 75, Loss: 0.0174, Val: 0.9673, Test: 0.9780
Epoch: 76, Loss: 0.0178, Val: 0.9668, Test: 0.9781
Epoch: 77, Loss: 0.0177, Val: 0.9670, Test: 0.9781
Epoch: 78, Loss: 0.0179, Val: 0.9670, Test: 0.9779
Epoch: 79, Loss: 0.0178, Val: 0.9666, Test: 0.9779
Epoch: 80, Loss: 0.0175, Val: 0.9669, Test: 0.9778
Epoch: 81, Loss: 0.0176, Val: 0.9668, Test: 0.9776
Epoch: 82, Loss: 0.0173, Val: 0.9667, Test: 0.9781
Epoch: 83, Loss: 0.0171, Val: 0.9671, Test: 0.9783
Epoch: 84, Loss: 0.0170, Val: 0.9674, Test: 0.9786
Epoch: 85, Loss: 0.0169, Val: 0.9670, Test: 0.9782
Epoch: 86, Loss: 0.0169, Val: 0.9670, Test: 0.9783
Epoch: 87, Loss: 0.0169, Val: 0.9672, Test: 0.9783
Epoch: 88, Loss: 0.0170, Val: 0.9673, Test: 0.9785
Epoch: 89, Loss: 0.0170, Val: 0.9672, Test: 0.9782
Epoch: 90, Loss: 0.0169, Val: 0.9673, Test: 0.9786
Epoch: 91, Loss: 0.0168, Val: 0.9674, Test: 0.9783
Epoch: 92, Loss: 0.0167, Val: 0.9672, Test: 0.9786
Epoch: 93, Loss: 0.0166, Val: 0.9675, Test: 0.9786
Epoch: 94, Loss: 0.0166, Val: 0.9672, Test: 0.9785
Epoch: 95, Loss: 0.0167, Val: 0.9672, Test: 0.9783
Epoch: 96, Loss: 0.0167, Val: 0.9673, Test: 0.9785
Epoch: 97, Loss: 0.0166, Val: 0.9674, Test: 0.9784
Epoch: 98, Loss: 0.0166, Val: 0.9673, Test: 0.9781
Epoch: 99, Loss: 0.0167, Val: 0.9673, Test: 0.9783
Epoch: 100, Loss: 0.0168, Val: 0.9669, Test: 0.9781
